지점,일시,풍속(m/s),풍향(deg),GUST풍속(m/s),현지기압(hPa),습도(%),기온(°C),수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec),파향(deg)
22105,2019-02-23 07:00,9,25,12.1,1022.2,68,8.3,11.9,2.3,1.3,.9,4.6,334
22105,2019-02-23 08:00,9.3,19,11.9,1023.1,70,8,11.9,2.2,1.3,.9,4.6,349
22105,2019-02-23 09:00,9,29,11.5,1024.2,59,7.9,11.9,2.1,1.4,1,4.9,21
22105,2019-02-23 10:00,7.3,40,10,1024.7,53,8,11.9,2.2,1.5,1,4.3,24
22105,2019-02-23 11:00,7.8,40,10.3,1025.1,49,7.8,11.9,2.5,1.6,1.1,4.9,15
22105,2019-02-23 12:00,6.8,36,9.6,1025,52,7.7,11.9,2.4,1.7,1.2,4.9,37
22105,2019-02-23 13:00,6,31,8,1024.8,48,7.5,11.9,2.7,1.5,1.1,4.9,54
22105,2019-02-23 14:00,5.5,40,7.8,1024.5,47,7.3,12,2.6,1.4,1,5.3,73
22105,2019-02-23 15:00,5.4,38,7.6,1024.5,47,7.1,12,2,1.3,.9,5.8,66
22105,2019-02-23 16:00,5,31,7,1024.7,44,7.1,12.5,2.3,1.4,1,6.4,55
22105,2019-02-23 17:00,3.7,32,5.7,1024.9,43,7.2,12.6,2.4,1.5,1.1,6.4,58
22105,2019-02-23 18:00,2.7,36,4.4,1025.1,43,7.1,12.6,2,1.4,1,5.8,42
22105,2019-02-23 19:00,1.7,97,3.7,1025.8,44,7.1,12.7,2,1.3,1,5.8,50
22105,2019-02-23 20:00,1.4,40,3.2,1025.7,40,6.6,12.8,2.1,1.2,.9,5.3,49
22105,2019-02-23 21:00,1.8,99,3.6,1025.8,43,7.1,12.8,1.9,1.1,.8,5.8,61
22105,2019-02-23 22:00,2.1,150,3.2,,42,7.3,12.8,1.5,1,.7,6.4,58
22105,2019-02-23 23:00,2.1,150,3.3,1025.6,41,7,12.7,1.4,.9,.6,6.4,57
22105,2019-02-24 00:00,2.7,168,5.5,1025.2,45,7.4,12.6,1.4,.8,.6,5.3,56
22105,2019-02-24 01:00,3.4,169,5.2,1025,44,7.2,12.7,1.4,.8,.6,5.3,85
22105,2019-02-24 02:00,4.9,179,6.7,1024.6,48,7.7,12.6,1.1,.7,.5,4.6,78
22105,2019-02-24 03:00,5.8,182,7.8,1023.8,50,7.6,12.6,1.2,.7,.5,6.4,59
22105,2019-02-24 04:00,6.4,187,8.4,1023.2,53,8.1,12.6,1.6,.8,.6,6.4,101
22105,2019-02-24 05:00,6.9,195,9.1,1022.9,55,8,12.5,1.5,.8,.6,5.3,74
22105,2019-02-24 06:00,7.4,194,9.2,1022.7,59,8.5,12.2,1.6,1,.7,3.4,190
22105,2019-02-24 07:00,7.6,194,9.6,1022.8,60,8.7,11.7,1.8,1.1,.8,3.4,168
22105,2019-02-24 08:00,8.3,193,10,1023.1,58,8.8,11.3,1.7,1.2,.9,4.3,208
22105,2019-02-24 09:00,7.7,196,9.4,1023.2,59,9,11.2,2,1.2,.9,3.8,192
22105,2019-02-24 10:00,6.9,197,8.5,1022.9,58,8.9,11.1,1.8,1.1,.8,4,189
22105,2019-02-24 11:00,7.5,193,9.1,1021.8,57,9,11.6,1.7,1,.7,3.8,187
22105,2019-02-24 12:00,5,206,6.5,1021.3,56,9.2,11.8,1.4,1,.7,3.8,190
22105,2019-02-24 13:00,2.8,194,3.8,1020.1,51,9.6,11.9,1.3,.8,.6,3.6,165
22105,2019-02-24 14:00,2.3,200,3.4,1018.8,46,10.1,12.2,1.1,.7,.5,5.3,117
22105,2019-02-24 15:00,3.2,168,4.1,1018,45,10.6,12.3,1.2,.7,.5,3.4,169
22105,2019-02-24 16:00,4,181,5.2,1017.9,46,10.9,12.5,.9,.6,.4,5.3,68
22105,2019-02-24 17:00,5.7,184,6.7,1017.6,52,11,12.6,.9,.6,.4,5.8,113
22105,2019-02-24 18:00,6.2,192,7.7,1017.2,54,11.6,12.6,1,.6,.5,2.5,189
22105,2019-02-24 19:00,7.4,184,9.3,1017,67,11.5,12.4,1.5,.9,.6,3.6,156
22105,2019-02-24 20:00,7.5,176,9,1017,69,11.4,12.2,1.6,.9,.7,3.4,168
22105,2019-02-24 21:00,4.5,195,6.1,1016.9,74,12.2,12.1,1.7,1,.7,4.3,155
22105,2019-02-24 22:00,4.1,258,5.7,1017.1,52,12.3,11.9,1.7,1,.7,4.6,171
22105,2019-02-24 23:00,4.9,277,6.6,1017.2,51,11.5,11.8,1.7,.9,.6,4.9,169
22105,2019-02-25 00:00,6.9,287,9.3,1016.9,48,11.6,11.9,1.6,1,.7,4.6,170
22105,2019-02-25 01:00,7,299,8.7,1016.6,48,11.1,11.9,1.5,1,.7,3.4,241
22105,2019-02-25 02:00,7.6,291,9.1,1016.3,47,11.3,12.1,1.7,1,.7,3.6,249
22105,2019-02-25 03:00,6.3,291,7.4,1016.5,40,11.2,12.2,1.7,1.1,.8,4.9,304
22105,2019-02-25 04:00,6.2,308,8.2,1017,47,11.4,12.1,1.6,1,.7,4.6,285
22105,2019-02-25 05:00,7.6,324,9.4,1017.1,45,10.8,12,1.7,1,.7,4,294
22105,2019-02-25 06:00,7.4,336,9.6,1017.6,51,10.3,11.7,1.7,1,.7,4.3,313
22105,2019-02-25 07:00,8.2,344,10.8,1017.6,51,10.4,11.7,1.7,1.2,.8,4.6,321
22105,2019-02-25 08:00,8.5,360,10.7,1018.4,51,9.9,11.7,2,1.4,1,4.9,341
22105,2019-02-25 09:00,9.1,11,11.3,1019.3,51,8.9,11.7,2.7,1.8,1.3,4.9,338
22105,2019-02-25 10:00,6.5,22,8.5,1020.2,53,8.7,11.7,2.9,1.6,1.1,5.3,349
22105,2019-02-25 11:00,5,47,7.3,1020.2,56,8.7,11.8,3.2,1.7,1.2,5.8,335
22105,2019-02-25 12:00,5.7,58,7.5,1020.3,55,8.8,11.8,2.3,1.7,1.2,5.8,346
22105,2019-02-25 13:00,6.5,57,8.4,,54,8.4,12,3,1.6,1.1,5.8,327
22105,2019-02-25 14:00,6.2,62,8.3,1019.5,54,8.2,12.2,2.4,1.4,1,5.8,334
22105,2019-02-25 15:00,5.5,70,7.5,1019.4,53,8.3,12.4,2.6,1.4,1,5.8,327
22105,2019-02-25 16:00,5.6,69,7.5,1019.6,51,8.2,13.5,2.2,1.4,1,4.9,352
22105,2019-02-25 17:00,5.7,76,8.3,1019.9,53,8.3,13.7,2.6,1.5,1,5.3,352
22105,2019-02-25 18:00,5.6,85,7.9,1020.1,53,8.1,13.7,2.4,1.6,1.1,5.8,358
22105,2019-02-25 19:00,6,84,8.2,1020.6,52,7.7,13.6,2.3,1.3,.9,5.3,24
22105,2019-02-25 20:00,5.1,98,6.8,1021,51,7.9,13.2,2.3,1.3,.9,5.8,28
22105,2019-02-25 21:00,5,115,6.7,1021.3,53,8.3,12.3,2,1.2,.8,6.4,39
22105,2019-02-25 22:00,4.8,133,6.3,1021.8,54,8.3,11.8,2.1,1.1,.8,5.8,42
22105,2019-02-25 23:00,4.7,131,6.6,1021.7,53,7.9,12,2.1,1.2,.8,5.8,32
22105,2019-02-26 00:00,3.7,139,5.3,1021.9,54,8.3,12,1.7,.9,.7,5.8,39
22105,2019-02-26 01:00,4,135,6,1021.7,56,8.1,12,1.5,1,.7,5.8,33
22105,2019-02-26 02:00,3.7,158,5.7,1021.8,57,8.6,12,1.6,1,.7,5.8,37
22105,2019-02-26 03:00,3.8,154,5.4,1021.6,56,8.1,11.8,1.6,1,.7,5.3,58
22105,2019-02-26 04:00,3.9,158,5.4,1021.5,57,8.6,12,1.9,1,.7,5.8,53
22105,2019-02-26 05:00,3,175,4.3,1021.8,58,8.4,12,1.4,.9,.6,4.9,63
22105,2019-02-26 06:00,3.6,176,5.1,1021.6,57,8.5,12,1.2,.8,.6,5.3,63
22105,2019-02-26 07:00,5.4,157,7.3,1021.5,61,8.9,13.2,1.5,.8,.6,5.3,46
22105,2019-02-26 08:00,5.9,180,7.8,1021.6,60,9.2,13.7,1.3,.8,.6,4.9,65
22105,2019-02-26 09:00,3.3,286,5.7,1022.8,57,9.2,13.8,1.1,.7,.5,4.9,81
22105,2019-02-26 10:00,5.4,323,7.7,1023.3,54,9.4,13.9,1.3,.8,.5,5.8,52
22105,2019-02-26 11:00,6.8,340,8.2,1023.4,57,8.7,13.9,1.1,.7,.5,5.3,95
22105,2019-02-26 12:00,6.4,334,8.4,1023.2,54,8.8,13.7,1.3,.8,.6,3.4,356
22105,2019-02-26 13:00,7.6,333,9.9,1023,61,8.3,13.6,1.7,1,.7,3.8,359
22105,2019-02-26 14:00,7.4,334,9.4,1022.5,62,8.4,13.2,2.2,1.2,.8,4.6,325
22105,2019-02-26 15:00,6.5,345,8.1,1022.3,59,8.2,13.1,1.8,1.2,.8,4.6,345
22105,2019-02-26 16:00,5.7,3,7.4,1022.4,60,8,12.9,1.7,1.1,.8,4.9,16
22105,2019-02-26 17:00,6.3,13,8.6,1022.6,57,8,13,1.9,1.2,.8,5.3,320
22105,2019-02-26 18:00,5.9,21,8,1022.6,56,8.2,13.7,1.5,1.1,.8,4.9,336
22105,2019-02-26 19:00,6,27,7.6,1022.7,55,8.2,13.7,1.6,1,.7,4.9,356
22105,2019-02-26 20:00,4.5,29,6.1,1023.9,56,7.8,13.7,1.6,1,.7,4.9,348
22105,2019-02-26 21:00,5.1,28,6.8,1023.7,58,8.2,13.7,1.4,.8,.6,4.6,16
22105,2019-02-26 22:00,4.4,51,6.1,1024.3,61,8.1,13.8,1.5,.9,.6,4.6,13
22105,2019-02-26 23:00,4.5,56,6.6,1024.2,59,7.9,13.9,1.5,.8,.6,4.3,4
22105,2019-02-27 00:00,3,68,4.4,1025.2,59,8.2,13.9,1.4,.8,.6,4.6,56
22105,2019-02-27 01:00,1.5,57,3.4,1025.3,56,8,14,1.2,.8,.6,4.9,24
22105,2019-02-27 02:00,5.4,64,7.1,1024.9,63,8.5,14,1.6,1,.7,4.3,38
22105,2019-02-27 03:00,4.2,80,6.3,1025.6,60,8.4,14,1.9,1,.7,4.6,39
22105,2019-02-27 04:00,5.1,76,6.7,1024.8,59,8.8,14.1,1.5,.9,.7,4.3,43
22105,2019-02-27 05:00,5.2,84,7.3,1024.2,61,8.5,14.3,1.6,.9,.6,4.3,70
22105,2019-02-27 06:00,5.9,97,7.6,1023.9,64,8.4,14.4,1.5,1,.7,5.3,47
22105,2019-02-27 07:00,6.4,128,8.8,1024.2,64,9,14.4,1.7,1,.7,5.3,40
22105,2019-02-27 08:00,6.5,114,8.7,,63,9,14.4,1.9,1.3,.9,5.3,54
22105,2019-02-27 09:00,8.7,113,10.8,1024.1,70,9,14.4,2.6,1.3,.9,5.8,53
22105,2019-02-27 10:00,9.3,124,11.2,1023.6,69,9,14.4,1.9,1.3,1,4.6,81
22105,2019-02-27 11:00,8.8,128,11,1023,70,9.3,14.4,2.6,1.6,1.1,5.3,81
22105,2019-02-27 12:00,8.7,130,10.7,1022.2,72,9.6,14.3,2.5,1.5,1.1,5.8,55
22105,2019-02-27 13:00,7.1,164,8.6,1021.4,62,9.9,14.3,2.1,1.4,1,5.3,67
22105,2019-02-27 14:00,6.4,179,8.4,1020.4,65,9.9,14.2,2.2,1.4,1,5.8,68
22105,2019-02-27 15:00,6,176,7.6,1019.7,58,9.8,13.8,1.8,1.2,.9,5.8,67
22105,2019-02-27 16:00,6.5,168,7.9,1019,58,10,13.5,2,1.2,.8,5.3,81
22105,2019-02-27 17:00,7,174,8.7,1019.5,59,10.2,13.3,1.9,1,.7,5.3,78
22105,2019-02-27 18:00,6.9,166,8.5,1019.1,55,10.5,13.1,1.7,1,.7,5.3,50
22105,2019-02-27 19:00,6.4,164,7.8,1019,62,10.5,13,1.8,1,.7,4.9,79
22105,2019-02-27 20:00,7.2,158,8.5,1018.8,64,10,12.9,1.6,1.1,.8,5.3,78
22105,2019-02-27 21:00,8.5,159,10.3,1018.8,66,10,12.8,2.1,1.1,.8,5.3,103
22105,2019-02-27 22:00,8.3,163,10.2,1018.8,69,10.2,12.7,1.9,1.2,.9,4.9,93
22105,2019-02-27 23:00,7.7,174,9.7,1018.1,66,9.9,12.5,1.8,1.2,.9,3.8,197
22105,2019-02-28 00:00,7,181,9.7,1017.5,70,10,12.3,2.2,1.2,.9,4,142
