지점,일시,풍속(m/s),풍향(deg),GUST풍속(m/s),현지기압(hPa),습도(%),기온(°C),수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec),파향(deg)
22105,2019-01-11 18:00,.2,190,1.3,1024.5,56,7.1,14.7,1.3,.7,.5,5.8,11
22105,2019-01-11 19:00,1.3,90,2.9,1024.1,56,7.4,14.7,1.3,.8,.6,7.1,31
22105,2019-01-11 20:00,1.1,161,2.8,1024.4,55,7.3,14.7,1.8,1.1,.7,7.1,29
22105,2019-01-11 21:00,1.6,216,2.9,1024.1,56,7.9,14.7,2,1.2,.8,6.4,27
22105,2019-01-11 22:00,1.7,235,3.6,1023.9,55,8.2,14.7,1.8,1.1,.8,6.4,19
22105,2019-01-11 23:00,.7,161,1.7,1022.9,54,7.8,14.7,1.9,1.1,.8,4.9,28
22105,2019-01-12 00:00,.5,269,1.6,1022.3,56,8.2,14.7,1.9,1.2,.8,6.4,24
22105,2019-01-12 01:00,1,89,2.3,1021.7,53,8.1,14.8,1.9,1,.7,6.4,0
22105,2019-01-12 02:00,.1,213,2,1021.6,52,8.6,14.8,2,1,.7,6.4,23
22105,2019-01-12 03:00,.2,74,1.4,1021.4,50,8.4,14.8,1.7,1.1,.8,7.1,35
22105,2019-01-12 04:00,1.1,340,2.7,1021.3,54,9,14.8,1.6,1,.7,6.4,15
22105,2019-01-12 05:00,1,156,2.3,1021.1,61,8.6,14.8,1.5,1,.7,5.8,26
22105,2019-01-12 06:00,1,64,4.2,1020.7,67,8.1,14.8,2,1.1,.8,5.8,24
22105,2019-01-12 07:00,3,18,5.5,1021.6,80,6.4,14.5,1.8,1.1,.7,5.8,27
22105,2019-01-12 08:00,1.9,11,3,1022.1,82,5.5,14.4,1.8,1,.7,5.3,13
22105,2019-01-12 09:00,2.7,351,4.1,1021.9,78,6.3,14.5,1.5,.9,.6,5.8,12
22105,2019-01-12 10:00,5.1,339,6.5,1021.7,78,6.4,14.5,1.5,.9,.7,5.3,54
22105,2019-01-12 11:00,4.8,330,6.2,1021.8,80,6.3,14.5,1.4,.9,.6,6.4,44
22105,2019-01-12 12:00,4.2,331,5.6,1021.2,74,6.5,14.5,1.5,1,.7,6.4,66
22105,2019-01-12 14:00,4.7,318,6.2,1019.9,77,6.7,14.6,1.8,1,.7,4.6,119
22105,2019-01-12 15:00,4.9,353,7.4,1020,75,6.8,14.7,1.7,1,.7,4.6,93
22105,2019-01-12 16:00,6.8,356,8.7,1020.1,77,7,14.6,1.8,1.1,.8,4.6,88
22105,2019-01-12 17:00,6.8,4,8.8,1020.4,76,6.8,14.6,1.9,1.1,.8,4.9,35
22105,2019-01-12 18:00,6,342,7.8,1021.3,75,6.3,14.6,1.9,1.1,.8,5.3,95
22105,2019-01-12 19:00,7.1,350,9.6,1022,76,6.7,14.6,1.7,1.1,.8,4.9,59
22105,2019-01-12 20:00,5.7,358,7.6,1022.2,72,6.2,14.6,1.6,1,.7,4,17
22105,2019-01-12 21:00,6.7,12,9.3,1021.8,69,7.4,14.4,1.8,1.1,.8,4.6,343
22105,2019-01-12 22:00,6,351,7.9,1021.9,65,7.2,14.4,1.8,1.1,.8,5.8,73
22105,2019-01-12 23:00,7,4,9.3,,62,7.5,14.4,1.6,1.1,.8,5.3,129
22105,2019-01-13 00:00,7.5,359,10.1,1021.8,63,7.9,14.4,1.7,1.2,.8,4.9,43
22105,2019-01-13 01:00,6.9,346,8.8,1021.6,61,7.5,14.4,2.1,1.1,.8,4.9,57
22105,2019-01-13 02:00,7.1,345,9.2,1021.8,62,7.6,14.3,1.9,1.1,.8,5.3,92
22105,2019-01-13 03:00,7.2,330,9.4,1022.3,63,7.3,14.3,1.7,1,.7,4.3,58
22105,2019-01-13 04:00,8.3,335,10.6,1022.2,67,7.6,14.3,2.1,1.1,.8,4,339
22105,2019-01-13 05:00,7.5,336,10.2,1021.9,65,7,14.3,1.9,1.1,.8,4.6,38
22105,2019-01-13 06:00,8.3,347,10.2,1021.9,70,7.1,14.3,2.1,1.2,.9,4.6,15
22105,2019-01-13 07:00,8.3,345,10.2,1022.2,70,7.2,14.3,2.4,1.3,.9,4.3,8
22105,2019-01-13 08:00,8.7,337,11.1,1022.5,68,7.2,14.2,2.2,1.5,1,4.6,29
22105,2019-01-13 09:00,8.2,349,11,1022.4,69,7.6,14.2,2.7,1.6,1.1,4.9,48
22105,2019-01-13 10:00,7,357,9,,67,7.6,14.3,2,1.4,1,4.6,46
22105,2019-01-13 11:00,6.6,354,9,1023.8,67,7.6,14.3,2.5,1.3,.9,4.9,52
22105,2019-01-13 12:00,3.8,41,6.6,1023.6,73,7.1,14.3,1.7,1.2,.9,4.3,26
22105,2019-01-13 13:00,4.5,41,6.2,1022.8,78,6.7,14.4,1.8,1,.7,4.9,61
22105,2019-01-13 14:00,2.7,355,3.9,1022.6,79,6.7,14.4,2,1,.7,4.9,79
22105,2019-01-13 15:00,5.6,4,7.6,1022.5,73,7.5,14.5,1.5,.9,.7,4.9,65
22105,2019-01-13 16:00,4.8,358,6.5,1022.9,75,7.5,14.5,1.7,1,.7,4.9,81
22105,2019-01-13 17:00,4.2,9,6,1023.1,68,7.9,14.5,1.5,1,.7,4.9,54
22105,2019-01-13 18:00,3.5,36,5.2,1023.3,69,8.1,14.5,1.4,.8,.6,4.9,53
22105,2019-01-13 19:00,3.5,81,5.3,1023.6,73,7.7,14.4,1.4,.9,.6,4.9,46
22105,2019-01-13 20:00,2.4,66,4.4,1023.8,68,7.7,14.4,1.5,.8,.6,4.9,54
22105,2019-01-13 21:00,2.2,98,3.7,1023.8,66,8,14.4,1.5,.7,.5,4.6,102
22105,2019-01-13 22:00,1.1,97,2.5,1023.7,64,7.7,14.4,1.2,.7,.5,4.6,92
22105,2019-01-13 23:00,1.4,70,2.5,1023.8,64,7.9,14.4,1.2,.7,.5,4.9,56
22105,2019-01-14 00:00,1.2,104,2.1,1023.8,62,8.3,14.5,1.2,.7,.5,5.3,79
22105,2019-01-14 01:00,.4,125,2.2,1023.8,60,8,14.5,1.1,.7,.5,5.3,68
22105,2019-01-14 02:00,2.4,53,3.7,1023.6,65,7.4,14.5,1.1,.7,.5,4.6,78
22105,2019-01-14 03:00,1.7,62,4.1,1024,65,7.6,14.5,1,.6,.4,4.3,75
22105,2019-01-14 04:00,4.4,294,6.6,1023.8,61,8.5,14.5,.9,.6,.4,4.6,71
22105,2019-01-14 05:00,3.9,309,6.2,1023.4,55,7.9,14.5,.9,.5,.4,4.9,50
22105,2019-01-14 06:00,2.7,336,5,1023.3,52,8.2,14.4,1,.6,.4,4.3,90
22105,2019-01-14 07:00,4.8,341,6.4,1023.7,48,8.2,14.4,.9,.6,.4,4.6,120
22105,2019-01-14 08:00,3.7,339,5.1,1024.2,41,7.7,14.4,1.1,.5,.4,4.9,135
22105,2019-01-14 09:00,3.2,320,4.8,1024.5,44,8,14.4,.9,.6,.4,4.3,76
22105,2019-01-14 10:00,2.8,305,4.6,1024.8,43,8,14.5,1.1,.7,.5,4.9,85
22105,2019-01-14 11:00,3.1,323,4.8,1025,49,8,14.6,1,.6,.4,4.6,129
22105,2019-01-14 12:00,1.7,321,3.2,1024.4,48,8.1,14.6,1,.5,.4,4.6,77
22105,2019-01-14 13:00,2.4,296,3.7,1023.9,49,8.1,14.6,.9,.5,.4,3.4,284
22105,2019-01-14 14:00,1.8,278,3.3,1023.5,47,8.3,14.6,.9,.5,.3,3.8,342
22105,2019-01-14 15:00,.9,261,2.2,1023,44,8.4,14.5,.7,.5,.3,4.3,89
22105,2019-01-14 16:00,.6,90,2.1,1022.5,43,8.7,14.4,.8,.4,.3,3.2,331
22105,2019-01-14 17:00,1.3,126,2.6,1022.4,46,8.6,14.4,.8,.5,.3,3.8,116
22105,2019-01-14 18:00,3.7,162,5.5,1022.4,49,8.9,14.4,.8,.4,.3,4.9,70
22105,2019-01-14 19:00,4.9,182,7.5,1022.4,49,8.9,13.9,.7,.5,.3,6.4,40
22105,2019-01-14 20:00,5.4,171,7.2,1021.9,51,9.5,13.1,.9,.5,.4,4,111
22105,2019-01-14 21:00,6.4,178,8.3,1021.1,51,9.5,14.1,1,.7,.5,2.3,222
22105,2019-01-14 22:00,8,195,10.4,1020.8,47,9.9,14.2,1.3,.7,.5,2.9,227
22105,2019-01-14 23:00,9,206,11.6,1020.6,43,9.5,14.2,1.6,.9,.7,3.8,201
22105,2019-01-15 00:00,8.8,221,11.2,1020.2,39,9,14.2,1.9,1.1,.8,3.6,222
22105,2019-01-15 01:00,5.3,251,9.4,1019.8,40,8.9,14.3,1.5,.9,.7,3.8,216
22105,2019-01-15 02:00,5.7,237,8,1018.5,36,8.6,14.5,1.2,.8,.5,3.2,204
22105,2019-01-15 03:00,7.3,252,9.4,1018.1,33,9,14.5,1.2,.8,.6,3.8,214
22105,2019-01-15 04:00,7.7,284,10.6,1017.4,39,7.9,14.5,1.5,.8,.6,3.6,236
22105,2019-01-15 05:00,10.7,295,12.9,1017.3,55,6.9,14.6,1.6,1.1,.7,4,233
22105,2019-01-15 06:00,9.8,294,12.6,1017.2,57,6.1,14.6,2.2,1.3,.9,3.8,284
22105,2019-01-15 07:00,7.8,295,11.1,1016.8,51,6,14.6,2.5,1.3,.9,4.6,312
22105,2019-01-15 08:00,9.9,292,13,1017.2,52,6.7,14.6,2.3,1.5,1,4.9,282
22105,2019-01-15 09:00,8.5,294,10.5,1017.4,50,6.5,14.5,2.9,2,1.4,5.3,319
22105,2019-01-15 10:00,8.1,285,10.6,1017.3,49,6.7,14.5,3.5,1.9,1.3,5.3,325
22105,2019-01-15 11:00,9,281,11.8,1017.8,50,6.6,14.5,2.8,1.8,1.3,5.3,328
22105,2019-01-15 12:00,9.4,284,11.8,1017.8,48,6.3,14.5,2.7,1.8,1.3,6.4,328
22105,2019-01-15 13:00,9.3,306,11.5,1016.7,49,6.1,14.6,3,1.8,1.3,5.8,333
22105,2019-01-15 14:00,9.1,290,12.4,1016.4,50,6.2,14.6,3.5,1.6,1.2,5.8,327
22105,2019-01-15 15:00,9.4,299,12.8,1016.6,46,6.3,14.5,2.9,1.9,1.4,5.8,345
22105,2019-01-15 16:00,10.4,289,13.3,1016.9,46,6.2,14.4,3.4,2.2,1.5,6.4,354
22105,2019-01-15 17:00,9.7,298,13.2,1016.8,43,5.9,14.2,3.4,2.1,1.5,5.8,344
22105,2019-01-15 18:00,9.9,301,13.4,1017.2,49,5.5,14,3.7,2.2,1.5,5.8,330
22105,2019-01-15 19:00,8.5,303,11.4,1017.9,47,5,14,3,1.9,1.4,4.9,342
22105,2019-01-15 20:00,10,301,14.3,1018.4,47,4.5,14,3,1.9,1.4,5.3,321
22105,2019-01-15 21:00,8.5,303,11.8,1019.2,45,4.2,14,3.5,2,1.4,6.4,327
22105,2019-01-15 22:00,8,304,11,1019.5,44,3.5,13.9,3.5,1.8,1.3,5.8,331
22105,2019-01-15 23:00,12.4,335,15.5,1019.7,83,1.3,14,3.1,2,1.4,5.8,331
22105,2019-01-16 00:00,11,320,14,1021.1,88,.9,14.1,3.5,2.2,1.5,5.8,341
22105,2019-01-16 01:00,11.6,336,14.5,1020.4,73,1.4,14.1,4.6,2.5,1.8,5.8,336
22105,2019-01-16 02:00,10.4,339,13.5,1020.7,67,1.7,14.1,4.3,2.3,1.7,8,338
22105,2019-01-16 03:00,10.2,332,14,1021.5,60,1.6,14.2,3.8,2.2,1.6,7.1,339
22105,2019-01-16 04:00,10.3,331,14,1021.9,66,1.4,14.3,3.2,1.9,1.3,7.1,322
22105,2019-01-16 05:00,9.8,333,13.1,1021.8,57,1.3,14.4,3.1,2.1,1.5,5.8,326
22105,2019-01-16 06:00,9.6,343,13.6,1021.8,64,1.1,14.4,4.1,2.4,1.7,6.4,22
22105,2019-01-16 07:00,6.7,321,9.9,1022.2,51,.5,14.4,4,2.6,1.9,8,42
22105,2019-01-16 08:00,4.8,311,7.6,1023,51,.3,14.4,3.8,2.3,1.7,8,35
22105,2019-01-16 09:00,4.3,322,6.9,1023.1,52,.6,14.4,3.6,2.1,1.5,8,38
22105,2019-01-16 10:00,3.9,322,6.7,1023,55,.5,14.5,3.4,2.3,1.7,8,37
22105,2019-01-16 11:00,2.6,307,5,1023.3,57,.4,14.6,3.7,2.2,1.6,8,38
22105,2019-01-16 12:00,3.3,260,5.5,1022.6,54,.5,14.6,3,2,1.4,9.1,37
22105,2019-01-16 13:00,4.5,246,7.6,1021.7,50,1,14.6,3.1,1.8,1.3,8,36
22105,2019-01-16 14:00,4.8,236,7.3,1020.5,41,2,14.9,3.2,1.9,1.4,8,33
22105,2019-01-16 15:00,6.6,268,9.8,1019.9,34,2.9,14.9,2.9,1.8,1.3,8,33
22105,2019-01-16 16:00,6.6,289,9.1,1019.1,32,3.7,15,2.8,1.6,1.1,8,48
22105,2019-01-16 17:00,6.4,292,9.9,1019,34,3.9,15,3.2,1.8,1.3,8,46
22105,2019-01-16 18:00,7.7,276,11,1018.7,37,4.9,14.9,2.9,1.5,1.1,7.1,36
22105,2019-01-16 19:00,6.9,270,9.9,1018.8,36,4.5,14.9,2.4,1.4,1,7.1,32
22105,2019-01-16 20:00,7.5,285,10.2,1018.8,34,4.6,14.9,2.6,1.6,1.1,7.1,31
22105,2019-01-16 21:00,8.6,275,12.3,1018.6,40,3.7,14.9,3,1.7,1.2,7.1,51
22105,2019-01-16 22:00,9.9,287,12.7,1018.5,40,4.3,14.8,2.7,1.7,1.2,5.8,10
22105,2019-01-16 23:00,9.7,288,13.2,1018.2,41,3.5,14.8,2.6,1.7,1.2,4.9,333
22105,2019-01-17 00:00,9.8,290,12.3,1018.5,45,3.4,14.7,3.2,2,1.4,5.3,322
22105,2019-01-17 01:00,11,293,13.7,1018.1,49,3,14.5,3.1,2,1.4,7.1,1
22105,2019-01-17 02:00,10.2,293,14.5,1017.8,56,3,14.5,3.8,2.1,1.5,7.1,12
22105,2019-01-17 03:00,10.5,293,13.7,1017.4,58,3.6,14.5,3.7,2.1,1.5,6.4,337
22105,2019-01-17 04:00,9.4,283,12.8,1017.4,57,3.1,14.5,3.3,2,1.4,5.8,326
22105,2019-01-17 05:00,9.1,280,12.6,,57,3.7,14.5,3.6,2,1.4,5.8,328
22105,2019-01-17 06:00,9.2,283,13.1,1016.8,54,3.3,14.5,3.4,2,1.4,6.4,329
22105,2019-01-17 07:00,10.5,281,14.8,1016.6,56,3.7,14.5,3.2,2,1.4,6.4,336
22105,2019-01-17 08:00,9.9,278,13.2,1017.2,52,3.8,14.4,3.4,1.9,1.3,6.4,340
22105,2019-01-17 09:00,8.7,292,11.3,1017,53,4.3,14.5,2.8,1.8,1.3,6.4,342
22105,2019-01-17 10:00,9.2,290,11.8,1017.4,50,4.8,14.5,2.6,1.9,1.3,5.3,327
22105,2019-01-17 11:00,7.6,288,10.5,1017.8,51,4.8,14.5,3,1.8,1.3,5.3,326
22105,2019-01-17 12:00,7.3,301,10.3,1017.6,45,5,14.5,2.9,1.7,1.2,7.1,18
22105,2019-01-17 13:00,7.5,310,9.8,1016.8,44,5.3,14.6,3.3,1.8,1.3,6.4,335
22105,2019-01-17 14:00,7.6,301,10,1016.3,45,5.6,14.5,3.2,1.9,1.4,7.1,352
22105,2019-01-17 15:00,7.5,305,10.3,1016.1,44,6.2,14.6,2.8,1.8,1.3,6.4,339
22105,2019-01-17 16:00,7.4,327,10.7,1016.5,46,6.5,14.7,2.4,1.6,1.1,4.9,335
22105,2019-01-17 17:00,9.1,323,11.6,1017,48,7,14.7,2.8,1.7,1.2,5.3,323
22105,2019-01-17 18:00,8.8,326,10.9,1017.6,43,6.9,14.6,2.5,1.7,1.2,6.4,349
22105,2019-01-17 19:00,8.5,328,11.6,1018.2,41,6.8,14.7,2.4,1.7,1.2,5.3,317
22105,2019-01-17 20:00,9,319,11.2,1018.9,39,7.3,14.7,2.9,1.8,1.3,7.1,341
22105,2019-01-17 21:00,8.2,320,10.9,1019.8,38,7.1,14.7,2.6,1.6,1.1,7.1,356
22105,2019-01-17 22:00,7.9,320,11.1,1020.3,39,6.6,14.7,2.9,1.7,1.2,6.4,344
22105,2019-01-17 23:00,8.5,324,11.7,1021.2,40,6.9,14.7,2.8,1.6,1.1,7.1,349
22105,2019-01-18 01:00,7.1,332,9.9,1022.4,42,6.3,14.7,2.4,1.8,1.3,6.4,334
22105,2019-01-18 02:00,6.8,325,9.9,1022.6,43,5.8,14.7,2.7,1.8,1.3,7.1,347
22105,2019-01-18 03:00,7,315,10.7,1023.3,44,5.7,14.7,2.9,1.9,1.3,6.4,358
22105,2019-01-18 04:00,7,310,10.3,1023.5,46,5.7,14.7,3.1,1.9,1.3,6.4,353
22105,2019-01-18 05:00,6.9,321,9.7,1023.1,44,5,14.7,3.3,2,1.4,7.1,351
22105,2019-01-18 06:00,5.6,326,8.1,1023.3,49,5.3,14.7,3.8,2.4,1.7,9.1,52
22105,2019-01-18 07:00,5.3,318,7.8,1023.8,48,4.8,14.7,3.5,2.3,1.6,8,42
22105,2019-01-18 08:00,4.2,314,6.7,1024.6,47,5.1,14.6,3.2,2.1,1.5,9.1,35
22105,2019-01-18 09:00,3.7,293,6.2,1025.1,46,5.2,14.7,2.7,1.8,1.3,9.1,41
22105,2019-01-18 10:00,2.8,304,5.6,1025.6,45,5.1,14.7,3.3,2.1,1.5,7.1,30
22105,2019-01-18 11:00,2,294,3.9,1025.8,46,5.1,14.7,2.8,1.7,1.2,8,46
22105,2019-01-18 12:00,2.4,281,4.6,1025.4,45,5.4,14.7,2.8,2,1.4,8,33
22105,2019-01-18 13:00,1.3,249,3.4,1024.6,41,5.6,14.7,3.4,1.8,1.3,8,32
22105,2019-01-18 14:00,2.6,280,4.5,1024,34,5.6,14.7,2.6,1.7,1.2,8,39
22105,2019-01-18 15:00,1,302,2.8,1023.6,36,5.9,14.7,2.7,1.8,1.3,8,35
22105,2019-01-18 16:00,.5,342,2,1023.5,36,6.6,14.7,2.4,1.6,1.1,8,28
22105,2019-01-18 17:00,.7,239,2.3,1024,35,6.9,14.6,2.5,1.6,1.2,7.1,32
22105,2019-01-18 18:00,1.5,227,3.5,1024.5,36,6.7,14.6,2.4,1.4,1,7.1,27
22105,2019-01-18 19:00,.7,266,2,1024.3,40,7,14.6,3,1.7,1.2,7.1,26
22105,2019-01-18 20:00,1.2,159,3,1024.3,40,6.9,14.6,2.3,1.4,1,6.4,26
22105,2019-01-18 21:00,1,209,2.5,1024.2,40,7.6,14.6,2.5,1.3,.9,7.1,23
22105,2019-01-18 22:00,1.4,232,3.7,1024.1,39,7.7,14.6,2,1.3,.9,7.1,24
22105,2019-01-18 23:00,4.5,281,6.3,1024.1,37,8.2,14.5,2.2,1.3,.9,7.1,42
22105,2019-01-19 00:00,3.8,288,6,1024.3,40,7.8,14.6,2.9,1.2,.9,6.4,44
22105,2019-01-19 01:00,3.9,312,5.7,1023.6,37,8,14.5,2,1.2,.8,6.4,31
22105,2019-01-19 02:00,3.9,320,5.9,1023.8,37,7.5,14.5,2.3,1.3,.9,7.1,38
22105,2019-01-19 03:00,5.4,319,8,1023.9,38,7.4,14.5,2.5,1.4,1,8,47
22105,2019-01-19 04:00,4.1,314,6.2,1023.6,37,7.6,14.5,2.1,1.3,.9,7.1,37
22105,2019-01-19 05:00,4.5,323,5.9,1023.2,40,7.5,14.6,2.2,1.4,1,7.1,37
22105,2019-01-19 06:00,3.8,331,5.8,,38,7,14.5,1.8,1.2,.8,7.1,44
22105,2019-01-19 07:00,3.1,322,4.3,1023.5,38,7.3,14.5,2,1.1,.8,7.1,41
22105,2019-01-19 08:00,2.5,334,4.4,1023.6,40,7.3,14.6,1.7,1.1,.8,7.1,23
22105,2019-01-19 09:00,2.1,322,4.3,1023.8,40,7.3,14.6,1.6,1,.7,6.4,18
22105,2019-01-19 10:00,1.3,315,3.1,1023.9,41,7.5,14.6,1.5,1,.7,7.1,48
22105,2019-01-19 11:00,2.3,296,4.6,1023.8,39,7.7,14.6,1.5,1,.7,5.8,58
22105,2019-01-19 12:00,1.9,277,3.5,1022.9,38,7.9,14.6,1.4,.8,.6,6.4,54
22105,2019-01-19 13:00,1.2,296,3.5,1021.8,37,7.9,14.6,1.6,.8,.6,5.8,45
22105,2019-01-19 14:00,1.3,287,2.4,1020.5,37,8.1,14.6,1.2,.9,.6,6.4,42
22105,2019-01-19 15:00,.3,321,1.2,1019.9,38,8.2,14.6,1.4,.8,.6,5.8,26
22105,2019-01-19 16:00,.7,292,1.5,1019.8,38,8.5,14.7,1.4,.9,.6,6.4,31
22105,2019-01-19 17:00,.6,342,1.8,1019.1,39,8.1,14.6,1.1,.7,.5,4.9,41
22105,2019-01-19 18:00,1.7,41,3,1018.5,43,8.3,14.6,1.2,.7,.5,5.8,35
22105,2019-01-19 19:00,1.8,25,3.2,1018.2,42,8.1,14.6,1.2,.8,.5,5.3,54
22105,2019-01-19 20:00,.8,349,2.2,1018.2,40,8.4,14.6,1.2,.7,.5,5.3,40
22105,2019-01-19 21:00,1,17,2.1,1017.4,40,7.9,14.6,1.1,.6,.5,5.8,59
22105,2019-01-19 22:00,.7,260,1.6,1016.9,41,8.4,14.6,1.1,.6,.4,5.3,33
22105,2019-01-19 23:00,.9,255,1.7,1016,41,8.2,14.5,1,.6,.5,5.8,22
22105,2019-01-20 00:00,1.8,277,3,1015.6,42,8.7,14.5,1.1,.6,.4,5.3,28
22105,2019-01-20 01:00,3.9,276,5.9,1015,41,8.5,14.5,1,.6,.5,5.3,55
22105,2019-01-20 02:00,5,299,7.2,1014.7,44,8.5,14.5,1.1,.7,.5,5.3,70
22105,2019-01-20 03:00,5.9,315,7.9,1014.4,43,8.4,14.6,1,.6,.5,5.8,170
22105,2019-01-20 04:00,7.6,322,10,1013.7,52,7.9,14.5,1.5,.9,.6,3.6,325
22105,2019-01-20 05:00,7.6,316,10.3,1013.5,53,8.2,14.5,1.7,1,.7,3.8,318
22105,2019-01-20 06:00,7.4,313,9.6,,52,7.9,14.5,1.8,.9,.7,3.2,308
22105,2019-01-20 07:00,7.6,306,10.1,1013.2,47,8.1,14.5,2,1.1,.8,3.6,329
22105,2019-01-20 08:00,9.1,297,12.9,1013.7,51,8.1,14.4,2.1,1.3,.9,3.8,328
22105,2019-01-20 09:00,10.2,306,14.3,1014.1,50,7.8,14.4,2.4,1.5,1.1,4.3,321
22105,2019-01-20 10:00,10.1,329,13.4,1014.8,50,7,14.4,3,1.7,1.2,5.3,335
22105,2019-01-20 11:00,10,328,13.3,1015.5,59,6.1,14.4,3.1,2.2,1.5,5.8,348
22105,2019-01-20 12:00,11,335,15.2,1015.5,60,5.5,14.4,4.1,2.7,1.9,6.4,0
22105,2019-01-20 13:00,11.5,338,15.7,1015.3,61,4.8,14.4,4.1,2.6,1.8,6.4,355
22105,2019-01-20 14:00,11,339,14.8,1015.5,59,4.4,14.4,3.7,2.6,1.9,7.1,353
22105,2019-01-20 15:00,11.2,346,16.7,1015.6,56,4.4,14.4,4.5,2.5,1.7,5.8,4
22105,2019-01-20 16:00,9.2,348,13.3,1016.1,54,4.2,14.4,3.8,2.2,1.6,6.4,343
22105,2019-01-20 17:00,9.3,357,12.6,1016.3,57,3.8,14.4,3.2,2.1,1.5,7.1,343
22105,2019-01-20 18:00,8.6,347,13.6,1017.2,53,3.5,14.4,3,1.9,1.3,6.4,15
22105,2019-01-20 19:00,7.3,352,10.5,1017.1,53,3.6,14.4,3,1.8,1.3,6.4,2
22105,2019-01-20 20:00,7.2,343,10,1017.5,49,3.7,14.4,3.2,2.2,1.6,6.4,17
22105,2019-01-20 21:00,4.9,342,7.5,1017.9,46,4.6,14.4,3.6,2.3,1.6,6.4,34
22105,2019-01-20 22:00,7.5,296,11.8,1017.5,39,4.5,14.4,3.6,2.1,1.5,8,43
22105,2019-01-20 23:00,7.5,306,10.9,1017.8,39,4.6,14.4,3.7,1.9,1.4,7.1,17
22105,2019-01-21 00:00,6.2,301,9.7,1018.4,37,3.9,14.4,3.6,2.3,1.6,8,41
22105,2019-01-21 01:00,6.7,298,9.7,1018.4,43,4.1,14.3,3.6,2.3,1.6,8,45
22105,2019-01-21 02:00,6.8,300,10.2,,43,3.6,14.2,3.3,2,1.4,8,21
22105,2019-01-21 03:00,7.1,305,10.8,1018.3,47,3.8,14.2,3.5,1.9,1.4,7.1,17
22105,2019-01-21 04:00,6.9,301,11.3,1018.1,44,3.9,14.2,3.1,1.9,1.3,7.1,24
22105,2019-01-21 05:00,6.2,304,9.6,1017.5,40,3.2,14.1,3.2,1.8,1.3,7.1,344
22105,2019-01-21 06:00,7.7,290,11.5,1017.2,49,3.6,14,3.6,2.2,1.6,7.1,3
22105,2019-01-21 07:00,7.2,305,11,1017.9,49,3.2,14,3.3,1.9,1.3,7.1,355
22105,2019-01-21 08:00,7.1,299,10.4,1018.5,48,3.5,14,2.7,1.9,1.3,7.1,8
22105,2019-01-21 09:00,7.5,303,11.1,1018.2,50,3.9,14.1,3.3,1.8,1.3,7.1,20
22105,2019-01-21 10:00,6,286,9.2,1017.9,48,3.4,14.1,3.2,1.8,1.3,5.8,3
22105,2019-01-21 11:00,6.4,275,8.7,1017.6,45,3.8,14.2,3,1.7,1.2,7.1,10
22105,2019-01-21 12:00,6.9,277,9.5,1017.3,39,4.4,14.2,2.6,1.5,1,7.1,15
22105,2019-01-21 13:00,8.1,296,11.8,1016.3,40,4.9,14.2,2.5,1.4,1,6.4,4
22105,2019-01-21 14:00,7.3,284,12.3,1015.3,44,5,14.2,2.6,1.7,1.2,8,39
22105,2019-01-21 15:00,7.8,270,12.1,1014.7,47,5.3,14.1,2.6,1.5,1.1,7.1,17
22105,2019-01-21 16:00,8.5,298,12,1014.1,51,6.5,14,2.3,1.5,1.1,6.4,5
22105,2019-01-21 17:00,9.4,293,13.5,1013.7,49,6.8,14.1,2.8,1.5,1.1,4.6,315
22105,2019-01-21 18:00,8.7,279,12.1,1014.3,49,6.7,14.1,2.6,1.5,1.1,5.3,329
22105,2019-01-21 19:00,11.1,269,14.8,1013.5,52,6.6,14.2,2.4,1.5,1.1,5.3,326
22105,2019-01-21 20:00,9.2,288,12.4,1014.3,50,6.4,14.2,2.9,1.9,1.4,5.8,339
22105,2019-01-21 21:00,8.5,287,11.5,1014.5,51,6.2,14.2,2.9,1.8,1.3,6.4,332
22105,2019-01-21 22:00,8.9,290,11.7,1014.5,52,6.9,14.3,3,1.8,1.3,6.4,351
22105,2019-01-21 23:00,8.9,291,12.6,,49,6.4,14.2,2.9,1.8,1.3,6.4,348
22105,2019-01-22 00:00,9.6,301,13.1,,47,6.9,14.2,3.3,1.8,1.3,5.8,322
22105,2019-01-22 01:00,10.8,318,14.3,,47,6.6,14.2,3.2,2,1.4,6.4,345
22105,2019-01-22 02:00,10.7,319,14.4,1015.8,46,6.5,14.2,3.9,2.6,1.8,5.8,358
22105,2019-01-22 03:00,9.4,333,11.9,1016.5,41,5.9,14.2,4,2.2,1.5,6.4,3
22105,2019-01-22 04:00,8.9,327,11.6,1016.3,45,6,14.2,4.6,2.5,1.8,7.1,8
22105,2019-01-22 05:00,8.5,312,10.7,1016.5,46,5.8,14.2,3.3,2.1,1.5,7.1,12
22105,2019-01-22 06:00,7.3,338,10.1,1016.8,43,5.2,14.2,4.2,2,1.4,6.4,357
22105,2019-01-22 07:00,5.7,313,8.4,1017.3,42,5.5,14.2,2.9,1.8,1.3,7.1,8
22105,2019-01-22 08:00,5.5,306,7.9,1017.7,40,5.5,14.2,2.7,1.5,1,5.8,347
22105,2019-01-22 09:00,3.9,315,5.6,1018.1,40,5.5,14.2,2.3,1.1,.8,5.3,341
22105,2019-01-22 10:00,3.4,314,5.5,1018.2,40,5.6,14.2,1.8,1.2,.8,7.1,330
